1, 1, 0, 13, 13.0, 13, 5, 5.0, 13, 8, 8.0, 13, 6, 6.0, 13, 0, 0.0, 13, bert, bert
2, 2, 0, 7, 10.0, 13, 0, 2.5, 13, 8, 8.0, 13, 3, 4.5, 13, 0, 0.0, 13, bert, bert
3, 3, 0, 5, 8.333333333333334, 13, 0, 2.0, 13, 8, 8.0, 13, 0, 3.0, 13, 0, 0.0, 13, bert, bert
4, 4, 0, 5, 7.75, 13, 0, 1.75, 13, 8, 8.0, 13, 0, 2.5, 13, 0, 0.0, 13, bert, bert
5, 5, 0, 5, 7.2, 13, 0, 1.6, 13, 8, 8.0, 13, 0, 2.0, 13, 0, 0.0, 13, bert, bert
6, 6, 0, 5, 7.5, 13, 0, 1.8333333333333333, 13, 8, 8.0, 13, 0, 2.1666666666666665, 13, 0, 0.0, 13, bert, bert
7, 7, 0, 5, 7.428571428571429, 13, 0, 1.7142857142857142, 13, 8, 8.0, 13, 0, 2.142857142857143, 13, 0, 0.0, 13, bert, bert
8, 8, 0, 5, 7.625, 13, 0, 1.875, 13, 8, 8.0, 13, 0, 2.125, 13, 0, 0.0, 13, bert, bert
9, 9, 0, 5, 7.444444444444445, 13, 0, 1.8888888888888888, 13, 8, 8.0, 13, 0, 2.0, 13, 0, 0.0, 13, bert, bert
10, 10, 0, 5, 7.2, 13, 0, 1.8, 13, 8, 8.0, 13, 0, 1.8, 13, 0, 0.0, 13, bert, bert
11, 11, 0, 5, 7.181818181818182, 13, 0, 2.0, 13, 8, 8.0, 13, 0, 1.6363636363636365, 13, 0, 0.0, 13, bert, bert
12, 12, 0, 5, 7.083333333333333, 13, 0, 2.0, 13, 8, 8.0, 13, 0, 1.5, 13, 0, 0.0, 13, bert, bert
13, 13, 0, 5, 6.923076923076923, 13, 0, 1.9230769230769231, 13, 8, 8.0, 13, 0, 1.3846153846153846, 13, 0, 0.0, 13, bert, bert
14, 14, 0, 5, 6.928571428571429, 13, 0, 1.8571428571428572, 13, 8, 8.0, 13, 0, 1.4285714285714286, 13, 0, 0.0, 13, bert, bert
15, 15, 0, 5, 6.933333333333334, 13, 0, 1.8, 13, 8, 8.0, 13, 0, 1.4666666666666666, 13, 0, 0.0, 13, bert, bert
16, 16, 0, 5, 7.0625, 13, 0, 1.875, 13, 8, 8.0, 13, 0, 1.5625, 13, 0, 0.0, 13, bert, bert
17, 17, 0, 5, 6.9411764705882355, 13, 0, 1.8235294117647058, 13, 8, 8.0, 13, 0, 1.4705882352941178, 13, 0, 0.0, 13, bert, bert
18, 17, 1, 5, 7.944444444444445, 25, 0, 1.7222222222222223, 25, 6, 7.888888888888889, 25, 0, 1.4444444444444444, 25, 0, 0.05555555555555555, 25, bert, bert
19, 18, 1, 5, 7.894736842105263, 25, 0, 1.736842105263158, 25, 6, 7.894736842105263, 25, 0, 1.4210526315789473, 25, 0, 0.05263157894736842, 25, bert, bert
20, 18, 2, 5, 8.75, 25, 0, 1.7, 25, 2, 7.6, 25, 0, 1.35, 25, 0, 0.1, 25, bert, bert
21, 19, 2, 5, 8.571428571428571, 25, 0, 1.6666666666666667, 25, 2, 7.619047619047619, 25, 0, 1.3333333333333333, 25, 0, 0.09523809523809523, 25, bert, bert
22, 20, 2, 5, 8.409090909090908, 25, 0, 1.5909090909090908, 25, 2, 7.636363636363637, 25, 0, 1.2727272727272727, 25, 0, 0.09090909090909091, 25, bert, bert
23, 21, 2, 5, 8.347826086956522, 25, 0, 1.565217391304348, 25, 2, 7.6521739130434785, 25, 0, 1.3043478260869565, 25, 0, 0.08695652173913043, 25, bert, bert
24, 22, 2, 5, 8.291666666666666, 25, 0, 1.625, 25, 2, 7.666666666666667, 25, 0, 1.25, 25, 0, 0.08333333333333333, 25, bert, bert
25, 23, 2, 5, 8.24, 25, 0, 1.64, 25, 2, 7.68, 25, 0, 1.28, 25, 0, 0.08, 25, bert, bert
26, 24, 2, 5, 8.153846153846153, 25, 0, 1.6153846153846154, 25, 2, 7.6923076923076925, 25, 0, 1.2692307692307692, 25, 0, 0.07692307692307693, 25, bert, bert
27, 25, 2, 5, 8.037037037037036, 25, 0, 1.5555555555555556, 25, 2, 7.703703703703703, 25, 0, 1.2222222222222223, 25, 0, 0.07407407407407407, 25, bert, bert
28, 26, 2, 5, 8.0, 25, 0, 1.5714285714285714, 25, 2, 7.714285714285714, 25, 0, 1.25, 25, 0, 0.07142857142857142, 25, bert, bert
29, 27, 2, 5, 8.068965517241379, 25, 0, 1.6206896551724137, 25, 2, 7.724137931034483, 25, 0, 1.3448275862068966, 25, 0, 0.06896551724137931, 25, bert, bert
30, 28, 2, 5, 8.033333333333333, 25, 0, 1.6666666666666667, 25, 2, 7.733333333333333, 25, 0, 1.3333333333333333, 25, 0, 0.06666666666666667, 25, bert, bert
31, 29, 2, 5, 8.03225806451613, 25, 0, 1.7096774193548387, 25, 2, 7.741935483870968, 25, 0, 1.3548387096774193, 25, 0, 0.06451612903225806, 25, bert, bert
31, 29, 2, 5, 8.03225806451613, 25, 0, 1.7096774193548387, 25, 2, 7.741935483870968, 25, 0, 1.3548387096774193, 25, 0, 0.06451612903225806, 25, bert, bert
1, 0, 1, 25, 25.0, 25, 5, 5.0, 25, 5, 5.0, 25, 5, 5.0, 25, 1, 1.0, 25, bert, roberta
2, 1, 1, 13, 19.0, 25, 4, 4.5, 25, 5, 6.5, 25, 5, 5.5, 25, 0, 0.5, 25, bert, roberta
